lat,long,yyyymmdd,basin_name,station_id,acton_id,station_name,elevation,wteq_amt,wteq_med,wteq_amt_pct_med,prec_wytd_amt,prec_wytd_avg,prec_wytd_pctavg
45.15,-118.2166667,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",331,18D09S,Beaver Reservoir,5150,12.4,7.1,175.0,17.8,13.9,128.0
44.8333333,-118.1833333,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",361,18E05S,Bourne,5850,17.6,12.0,147.0,23.8,17.1,139.0
45.1833333,-118.55,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",422,18D08S,County Line,4830,6.9,4.2,164.0,10.8,10.1,107.0
44.8666667,-118.1166667,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",464,18E03S,Eilertson Meadows,5510,9.8,8.5,115.0,19.8,14.5,137.0
44.7666667,-118.3166667,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",494,18E08S,Gold Center,5410,13.7,7.6,180.0,19.5,12.6,155.0
45.2666667,-117.6833333,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",647,17D06S,Moss Springs,5760,20.4,17.1,119.0,28.9,24.0,120.0
45.2666667,-117.1666667,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",653,17D18S,Mt. Howard,7910,15.7,10.3,152.0,30.4,18.9,161.0
45.0,-117.1666667,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",736,17D08S,Schneider Meadows,5400,23.5,22.0,107.0,38.1,26.7,143.0
45.0833333,-117.55,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",812,17D07S,Taylor Green,5740,21.1,15.2,139.0,23.3,19.2,121.0
45.0666667,-118.15,2008-02-10,"GRAND RONDE, POWDER, BURNT, IMNAHA",873,18D21S,Wolf Creek,5630,16.4,12.6,130.0,19.0,14.5,131.0
44.3,-115.2333333,2008-02-10,CLEARWATER AND SALMON,312,15E11S,Banner Summit,7040,21.9,16.8,130.0,27.9,21.0,133.0
44.4666667,-112.9833333,2008-02-10,CLEARWATER AND SALMON,318,12E08S,Beagle Springs,8850,7.8,5.5,142.0,9.2,6.8,135.0
44.95,-116.15,2008-02-10,CLEARWATER AND SALMON,319,16E11S,Bear Basin,5350,18.2,11.5,158.0,26.7,17.2,155.0
44.6333333,-115.8,2008-02-10,CLEARWATER AND SALMON,338,15E02S,Big Creek Summit,6560,28.2,22.5,125.0,33.8,24.9,136.0
45.05,-116.1333333,2008-02-10,CLEARWATER AND SALMON,370,16D09S,Brundage Reservoir,6250,27.6,18.8,147.0,37.2,25.8,144.0
46.7666667,-115.3,2008-02-10,CLEARWATER AND SALMON,411,15C16S,Cool Creek,6280,43.7,31.6,138.0,53.2,39.8,134.0
46.5666667,-115.2833333,2008-02-10,CLEARWATER AND SALMON,425,15C09S,Crater Meadows,5960,42.5,31.0,137.0,43.3,35.2,123.0
45.1666667,-113.5833333,2008-02-10,CLEARWATER AND SALMON,436,13D19S,Darkhorse Lake,8945,27.8,18.6,149.0,25.6,19.1,134.0
44.55,-115.5666667,2008-02-10,CLEARWATER AND SALMON,439,15E04S,Deadwood Summit,6860,39.2,26.2,150.0,41.4,31.0,134.0
46.8333333,-116.1166667,2008-02-10,CLEARWATER AND SALMON,466,16C20S,Elk Butte,5690,36.6,25.6,143.0,40.5,32.9,123.0
43.8833333,-114.6666667,2008-02-10,CLEARWATER AND SALMON,489,14F17S,Galena,7470,14.7,11.7,126.0,16.4,13.3,123.0
43.8666667,-114.7166667,2008-02-10,CLEARWATER AND SALMON,490,14F12S,Galena Summit,8780,18.6,12.6,148.0,18.8,14.0,134.0
46.4833333,-115.6333333,2008-02-10,CLEARWATER AND SALMON,520,15C06S,Hemlock Butte,5810,40.7,31.2,130.0,43.4,35.7,122.0
46.9833333,-115.0333333,2008-02-10,CLEARWATER AND SALMON,530,15C10S,Hoodoo Basin,6050,38.8,27.3,142.0,45.0,33.4,135.0
45.0,-113.45,2008-02-10,CLEARWATER AND SALMON,576,13E23S,Lemhi Ridge,8100,8.6,6.8,126.0,10.9,8.6,127.0
46.6333333,-114.5833333,2008-02-10,CLEARWATER AND SALMON,588,14C05S,Lolo Pass,5240,27.9,19.3,145.0,29.4,24.5,120.0
47.0833333,-115.9666667,2008-02-10,CLEARWATER AND SALMON,600,15B14S,Lost Lake,6110,46.2,39.9,116.0,49.8,41.9,119.0
44.4333333,-113.3166667,2008-02-10,CLEARWATER AND SALMON,620,13E18S,Meadow Lake,9150,13.0,10.0,130.0,13.6,11.6,117.0
44.4666667,-114.4833333,2008-02-10,CLEARWATER AND SALMON,627,14E01S,Mill Creek Summit,8800,17.4,12.5,139.0,16.3,13.1,124.0
44.4166667,-113.4,2008-02-10,CLEARWATER AND SALMON,636,13E06S,Moonshine,7440,9.7,6.4,152.0,12.0,8.8,136.0
45.6666667,-113.95,2008-02-10,CLEARWATER AND SALMON,638,13D16S,Moose Creek,6200,15.5,11.9,130.0,19.6,14.5,135.0
44.85,-114.2666667,2008-02-10,CLEARWATER AND SALMON,639,14E04S,Morgan Creek,7600,9.8,7.3,134.0,13.3,10.7,124.0
45.7,-115.2333333,2008-02-10,CLEARWATER AND SALMON,650,15D06S,Mountain Meadows,6320,17.9,14.4,124.0,22.0,17.9,123.0
45.7333333,-114.4833333,2008-02-10,CLEARWATER AND SALMON,662,14D02S,Nez Perce Camp,5650,12.2,9.2,133.0,17.7,14.4,123.0
45.7,-113.9666667,2008-02-10,CLEARWATER AND SALMON,727,13D22S,Saddle Mtn.,7940,22.3,16.6,134.0,21.3,16.3,131.0
46.4666667,-114.6333333,2008-02-10,CLEARWATER AND SALMON,735,14C04S,Savage Pass,6190,24.9,17.5,142.0,30.7,21.5,143.0
45.1833333,-115.9666667,2008-02-10,CLEARWATER AND SALMON,740,15D01S,Secesh Summit,6540,29.0,20.7,140.0,26.2,23.0,114.0
46.5666667,-115.75,2008-02-10,CLEARWATER AND SALMON,747,15C04S,Shanghi Summit,4600,26.9,18.2,148.0,35.4,28.7,123.0
46.95,-116.3333333,2008-02-10,CLEARWATER AND SALMON,752,16C01S,Sherwin,3200,16.2,8.3,195.0,25.0,21.0,119.0
44.7666667,-116.25,2008-02-10,CLEARWATER AND SALMON,782,16E05S,Squaw Flat,6240,21.9,14.0,156.0,31.5,21.2,149.0
46.15,-114.45,2008-02-10,CLEARWATER AND SALMON,835,14C13S,Twelvemile Creek,5600,18.8,11.9,158.0,26.8,22.9,117.0
46.15,-114.5,2008-02-10,CLEARWATER AND SALMON,836,14C12S,Twin Lakes,6400,36.3,26.0,140.0,41.1,31.9,129.0
43.8,-114.85,2008-02-10,CLEARWATER AND SALMON,845,14F04S,Vienna Mine,8960,27.7,20.7,134.0,28.5,21.2,134.0
45.0666667,-116.45,2008-02-10,CLEARWATER AND SALMON,855,16D08S,West Branch,5560,25.8,15.2,170.0,35.3,21.6,163.0
45.1833333,-119.25,2008-02-10,"UMATILLA, WALLA WALLA, WILLOW",304,19D02S,Arbuckle Mtn,5770,16.3,13.3,123.0,22.2,17.5,127.0
45.3666667,-118.4666667,2008-02-10,"UMATILLA, WALLA WALLA, WILLOW",362,18D20S,Bowman Springs,4530,8.4,6.7,125.0,13.3,12.5,106.0
45.55,-118.45,2008-02-10,"UMATILLA, WALLA WALLA, WILLOW",470,18D04S,Emigrant Springs,3800,12.0,5.3,226.0,19.6,16.7,117.0
45.7,-118.1,2008-02-10,"UMATILLA, WALLA WALLA, WILLOW",523,18D19S,High Ridge,4920,29.1,17.1,170.0,34.5,26.7,129.0
46.1166667,-117.85,2008-02-10,"UMATILLA, WALLA WALLA, WILLOW",824,17C05S,Touchet,5530,34.5,22.4,154.0,42.8,31.7,135.0
45.1833333,-119.25,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",304,19D02S,Arbuckle Mtn,5770,16.3,13.3,123.0,22.2,17.5,127.0
44.25,-118.5166667,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",357,18E16S,Blue Mountain Spring,5870,17.6,11.9,148.0,24.9,17.9,139.0
43.5833333,-122.0666667,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",388,22F03S,Cascade Summit,5100,37.0,20.9,177.0,51.3,37.8,136.0
43.2333333,-121.8,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",395,21F22S,Chemult Alternate,4850,12.3,8.1,152.0,20.5,15.7,131.0
44.45,-119.9333333,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",440,19E03S,Derr.,5850,14.7,10.7,137.0,19.3,14.8,130.0
44.4166667,-121.85,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",526,21E06S,Hogg Pass,4790,35.0,14.9,235.0,60.3,45.5,133.0
43.8,-121.95,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",545,21F21S,Irish Taylor,5540,36.8,24.4,151.0,53.9,38.6,140.0
45.2666667,-118.85,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",605,18D06S,Lucky Strike,4970,10.4,6.3,165.0,15.0,12.9,116.0
43.5166667,-121.9833333,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",660,21F10S,New Crescent Lake,4910,19.8,10.7,185.0,33.0,23.1,143.0
44.4333333,-120.3333333,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",671,20E02S,Ochoco Meadows,5430,12.4,7.6,163.0,18.0,14.6,123.0
44.2666667,-119.0166667,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",789,19E07S,Starr Ridge,5250,9.4,5.4,174.0,13.2,10.0,132.0
44.15,-121.6333333,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",815,21E13S,Three Creeks Meadow,5690,21.6,13.4,161.0,39.4,25.5,155.0
44.65,-118.4333333,2008-02-10,"DESCHUTES, CROOKED, JOHN DAY",821,18E09S,Tipton,5150,13.6,9.3,146.0,16.9,12.9,131.0
45.1,-119.5,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",608,19D03S,Madison Butte,5150,10.2,4.0,255.0,10.1,8.9,113.0
45.4333333,-121.85,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",351,21D33S,Blazed Alder,3650,61.1,20.9,292.0,109.5,68.9,159.0
45.1833333,-121.6833333,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",401,21D12S,Clear Lake,3810,24.1,10.6,227.0,31.2,26.5,118.0
45.6166667,-121.7,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",504,21D01S,Greenpoint,3310,30.7,15.0,205.0,60.0,44.4,135.0
45.55,-122.0,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",666,22D02S,North Fork,3060,48.8,12.7,384.0,108.6,83.8,130.0
45.4666667,-121.7,2008-02-10,"LOWER COLUMBIA, HOOD RIVER",712,21D04S,Red Hill,4410,63.5,35.3,180.0,92.7,64.9,143.0
43.45,-122.1333333,2008-02-10,WILLAMETTE,801,22F14S,Summit Lake,5610,37.3,25.3,147.0,54.4,40.5,134.0
43.8,-121.95,2008-02-10,WILLAMETTE,545,21F21S,Irish Taylor,5540,36.8,24.4,151.0,53.9,38.6,140.0
43.5833333,-122.0666667,2008-02-10,WILLAMETTE,388,22F03S,Cascade Summit,5100,37.0,20.9,177.0,51.3,37.8,136.0
43.9,-122.0333333,2008-02-10,WILLAMETTE,719,22F43S,Roaring River,4950,44.8,19.8,226.0,58.3,39.6,147.0
43.6666667,-122.5666667,2008-02-10,WILLAMETTE,529,22F42S,Holland Meadows,4930,33.4,15.5,215.0,50.5,42.0,120.0
44.2166667,-121.8666667,2008-02-10,WILLAMETTE,619,21E07S,Mckenzie,4770,47.6,30.3,157.0,74.5,54.5,137.0
44.4166667,-121.85,2008-02-10,WILLAMETTE,526,21E06S,Hogg Pass,4790,35.0,14.9,235.0,60.3,45.5,133.0
43.6166667,-122.1166667,2008-02-10,WILLAMETTE,729,22F04S,Salt Creek Falls,4220,32.0,14.1,227.0,53.5,41.2,130.0
45.25,-121.7333333,2008-02-10,WILLAMETTE,655,21D35S,Mud Ridge,4070,38.0,20.6,184.0,54.1,39.9,136.0
44.6166667,-122.2333333,2008-02-10,WILLAMETTE,584,22E09S,Little Meadows,4020,51.0,17.4,293.0,89.7,66.4,135.0
45.1833333,-121.6833333,2008-02-10,WILLAMETTE,401,21D12S,Clear Lake,3810,24.1,10.6,227.0,31.2,26.5,118.0
44.4333333,-121.95,2008-02-10,WILLAMETTE,733,21E05S,Santiam Jct.,3740,34.7,13.6,255.0,62.7,43.2,145.0
44.5166667,-122.0833333,2008-02-10,WILLAMETTE,434,22E08S,Daly Lake,3690,40.4,10.7,378.0,65.5,48.9,134.0
44.3833333,-122.1666667,2008-02-10,WILLAMETTE,552,22E07S,Jump Off Joe,3520,30.4,9.3,327.0,62.6,47.7,131.0
45.0333333,-121.9333333,2008-02-10,WILLAMETTE,687,21D14S,Peavine Ridge,3420,31.8,10.8,294.0,49.6,37.8,131.0
45.1,-121.75,2008-02-10,WILLAMETTE,398,21D13S,Clackamas Lake,3400,21.1,10.4,203.0,42.6,32.6,131.0
45.55,-123.3666667,2008-02-10,WILLAMETTE,726,23D01S,Saddle Mountain,3110,33.9,14.0,137.0,54.3,60.5,90.0
43.6666667,-122.2166667,2008-02-10,WILLAMETTE,710,22F05S,Railroad Overpass,2680,6.7,0.0,137.0,35.2,29.8,118.0
44.6,-121.9666667,2008-02-10,WILLAMETTE,614,21E04S,Marion Forks,2590,27.6,6.7,412.0,63.1,48.4,130.0
45.5333333,-123.3,2008-02-10,WILLAMETTE,743,23D02S,Seine Creek,2060,7.1,0.0,137.0,47.7,44.7,107.0
46.15,-122.15,2008-02-10,"LEWIS, COWLITZ",553,22C09S,June Lake,3440,66.8,29.4,227.0,114.9,99.4,116.0
46.2666667,-121.9666667,2008-02-10,"LEWIS, COWLITZ",591,21C26S,Lone Pine,3930,51.3,25.0,205.0,75.8,57.6,132.0
46.7833333,-121.75,2008-02-10,"LEWIS, COWLITZ",679,21C35S,Paradise,5130,71.9,47.6,151.0,88.3,67.2,131.0
46.6166667,-121.3833333,2008-02-10,"LEWIS, COWLITZ",692,21C33S,Pigtail Peak,5800,50.7,36.4,139.0,58.6,46.4,126.0
46.35,-121.5166667,2008-02-10,"LEWIS, COWLITZ",702,21C14S,Potato Hill,4510,35.6,18.7,190.0,50.4,38.3,132.0
46.2,-122.25,2008-02-10,"LEWIS, COWLITZ",748,22C10S,Sheep Canyon,3990,56.5,23.1,245.0,83.8,71.9,117.0
46.1833333,-121.9333333,2008-02-10,"LEWIS, COWLITZ",776,21C20S,Spencer Meadow,3400,49.0,24.1,203.0,74.3,59.5,125.0
46.2666667,-122.1833333,2008-02-10,"LEWIS, COWLITZ",777,22C12S,Spirit Lake,3520,19.9,3.2,622.0,57.0,52.1,109.0
46.35,-121.0833333,2008-02-10,"LEWIS, COWLITZ",599,21C39S,Lost Horse,5120,17.6,14.7,120.0,23.2,20.6,113.0
46.1,-121.7666667,2008-02-10,"LEWIS, COWLITZ",804,21C13S,Surprise Lakes,4290,50.7,35.4,143.0,73.9,57.7,128.0
47.0166667,-121.4666667,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",418,21B13S,Corral Pass,5800,30.2,24.5,123.0,37.4,33.2,113.0
47.2833333,-121.4666667,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",897,21B59S,Meadows Pass,3230,46.4,17.9,259.0,67.1,56.1,120.0
47.35,-121.5666667,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",898,21B21S,Mount Gardner,2920,29.9,13.5,221.0,61.2,58.4,105.0
47.3333333,-121.4666667,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",899,21B20S,Tinkham Creek,2990,39.3,21.4,184.0,65.5,61.1,107.0
47.2833333,-121.6666667,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",420,21B42S,Cougar Mountain,3200,32.5,12.6,258.0,59.0,53.8,110.0
47.3666667,-121.45,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",672,21B55S,Olallie Meadows,4030,59.8,36.2,165.0,79.0,71.9,110.0
48.5166667,-120.7333333,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",711,20A09S,Rainy Pass,4890,30.0,27.0,111.0,40.1,33.5,120.0
47.2666667,-121.3333333,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",788,21B10S,Stampede Pass,3850,48.3,29.5,164.0,66.9,53.0,126.0
48.5333333,-120.9833333,2008-02-10,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",817,20A07S,Thunder Basin,4320,30.3,23.9,127.0,43.2,43.5,99.0
48.5666667,-115.45,2007-02-10,KOOTENAI RIVER IN MONTANA,311,15A08S,Banfield Mountain,5600,13.0,12.2,107.0,21.0,17.8,118.0
48.3,-116.0666667,2007-02-10,KOOTENAI RIVER IN MONTANA,323,16A08S,Bear Mountain,5400,38.0,38.6,98.0,61.9,49.5,125.0
48.9833333,-115.8166667,2007-02-10,KOOTENAI RIVER IN MONTANA,918,15A05S,Garver Creek,4250,8.1,6.9,117.0,16.8,12.9,130.0
48.9166667,-114.7666667,2007-02-10,KOOTENAI RIVER IN MONTANA,500,14A11S,Grave Creek,4300,11.0,11.4,96.0,27.7,22.8,121.0
48.3,-114.8333333,2007-02-10,KOOTENAI RIVER IN MONTANA,510,14A14S,Hand Creek,5035,7.3,7.8,94.0,12.4,11.7,106.0
48.9666667,-115.95,2007-02-10,KOOTENAI RIVER IN MONTANA,516,15A03S,Hawkins Lake,6450,20.3,16.8,121.0,25.0,20.9,120.0
48.1333333,-115.6166667,2007-02-10,KOOTENAI RIVER IN MONTANA,932,15A12S,Poorman Creek,5100,24.0,23.7,101.0,46.8,39.8,118.0
48.9166667,-114.8666667,2007-02-10,KOOTENAI RIVER IN MONTANA,787,14A12S,Stahl Peak,6030,22.9,23.2,99.0,29.7,26.6,112.0
48.1333333,-113.0166667,2007-02-10,FLATHEAD RIVER BASIN,307,13A15S,Badger Pass,6900,22.0,20.3,108.0,26.4,23.2,114.0
47.6833333,-114.0,2007-02-10,FLATHEAD RIVER BASIN,346,13B25S,Bisson Creek,4920,5.7,6.8,84.0,12.8,11.5,111.0
48.4333333,-113.9333333,2007-02-10,FLATHEAD RIVER BASIN,469,13A24S,Emery Creek,4350,9.8,10.4,94.0,17.8,17.1,104.0
48.8,-113.85,2007-02-10,FLATHEAD RIVER BASIN,482,13A19S,Flattop Mtn.,6300,29.6,29.7,100.0,43.1,33.8,128.0
48.9166667,-114.7666667,2007-02-10,FLATHEAD RIVER BASIN,500,14A11S,Grave Creek,4300,11.0,11.4,96.0,27.7,22.8,121.0
48.3,-114.8333333,2007-02-10,FLATHEAD RIVER BASIN,510,14A14S,Hand Creek,5035,7.3,7.8,94.0,12.4,11.7,106.0
47.4333333,-113.7833333,2007-02-10,FLATHEAD RIVER BASIN,562,13B22S,Kraft Creek,4750,7.1,14.0,89.0,19.4,18.7,104.0
48.8,-113.6666667,2007-02-10,FLATHEAD RIVER BASIN,613,13A27S,Many Glacier,4900,8.5,10.1,84.0,25.4,22.3,114.0
47.6833333,-113.9666667,2007-02-10,FLATHEAD RIVER BASIN,646,13B24S,Moss Peak,6780,24.7,23.6,105.0,28.6,25.4,113.0
48.15,-113.95,2007-02-10,FLATHEAD RIVER BASIN,664,13A25S,Noisy Basin,6040,23.2,26.8,87.0,28.5,30.3,94.0
47.2666667,-113.75,2007-02-10,FLATHEAD RIVER BASIN,667,13B07S,North Fork Jocko,6330,22.6,28.8,78.0,37.8,35.5,106.0
48.3,-113.3333333,2007-02-10,FLATHEAD RIVER BASIN,693,13A26S,Pike Creek,5930,16.3,14.0,89.0,23.7,21.2,112.0
47.1833333,-114.3333333,2007-02-10,FLATHEAD RIVER BASIN,783,14B05S,Sleeping Woman,6150,9.9,10.1,98.0,15.9,14.7,108.0
48.9166667,-114.8666667,2007-02-10,FLATHEAD RIVER BASIN,787,14A12S,Stahl Peak,6030,22.9,23.2,99.0,29.7,26.6,112.0
47.0,-113.9333333,2007-02-10,FLATHEAD RIVER BASIN,901,13C01S,Stuart Mountain,7400,22.0,21.9,100.0,24.8,22.8,109.0
46.1,-113.1333333,2007-02-10,UPPER CLARK FORK RIVER BASIN,313,13C44S,Barker Lakes,8250,9.0,8.6,105.0,12.1,10.5,115.0
45.8,-112.5166667,2007-02-10,UPPER CLARK FORK RIVER BASIN,315,12D09S,Basin Creek,7180,4.7,4.8,98.0,7.6,6.0,127.0
46.4166667,-113.4333333,2007-02-10,UPPER CLARK FORK RIVER BASIN,349,13C13S,Black Pine,7210,6.0,6.7,90.0,8.6,9.1,95.0
46.4666667,-113.4,2007-02-10,UPPER CLARK FORK RIVER BASIN,410,13C33S,Combination,5600,3.3,3.4,97.0,7.4,6.5,114.0
47.05,-112.6,2007-02-10,UPPER CLARK FORK RIVER BASIN,413,12B16S,Copper Bottom,5200,5.3,14.0,89.0,13.7,11.7,117.0
47.0833333,-112.7333333,2007-02-10,UPPER CLARK FORK RIVER BASIN,414,12B14S,Copper Camp,6950,32.1,14.0,89.0,26.1,23.0,113.0
46.8833333,-113.3166667,2007-02-10,UPPER CLARK FORK RIVER BASIN,604,13C38S,Lubrecht Flume,4680,4.0,4.1,98.0,9.4,7.4,127.0
46.85,-112.5,2007-02-10,UPPER CLARK FORK RIVER BASIN,903,12C22S,Nevada Ridge,7020,8.1,9.4,86.0,11.0,11.5,96.0
46.8666667,-113.2833333,2007-02-10,UPPER CLARK FORK RIVER BASIN,657,13C31S,N Fk Elk Creek,6250,7.5,7.3,103.0,11.6,9.6,121.0
47.2666667,-113.75,2007-02-10,UPPER CLARK FORK RIVER BASIN,667,13B07S,North Fork Jocko,6330,22.6,28.8,78.0,37.8,35.5,106.0
46.1333333,-113.3,2007-02-10,UPPER CLARK FORK RIVER BASIN,930,13C36S,Peterson Meadows,7200,5.9,5.8,102.0,8.8,7.5,117.0
46.35,-112.2666667,2007-02-10,UPPER CLARK FORK RIVER BASIN,722,12C11S,Rocker Peak,8000,8.0,8.7,92.0,9.3,9.1,102.0
46.25,-113.7666667,2007-02-10,UPPER CLARK FORK RIVER BASIN,760,13C03S,Skalkaho Summit,7250,13.5,14.7,92.0,17.2,15.8,109.0
47.0,-113.9333333,2007-02-10,UPPER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,22.0,21.9,100.0,24.8,22.8,109.0
46.2666667,-113.1666667,2007-02-10,UPPER CLARK FORK RIVER BASIN,850,13C43S,Warm Springs,7800,13.1,13.1,100.0,15.2,15.2,100.0
46.1833333,-113.85,2007-02-10,BITTERROOT,433,13C39S,Daly Creek,5780,6.7,7.0,96.0,11.3,9.7,116.0
46.6333333,-114.5833333,2007-02-10,BITTERROOT,588,14C05S,Lolo Pass,5240,17.6,19.3,91.0,25.4,24.5,104.0
45.6666667,-113.95,2007-02-10,BITTERROOT,638,13D16S,Moose Creek,6200,8.7,11.9,73.0,13.6,14.5,94.0
45.7333333,-114.4833333,2007-02-10,BITTERROOT,662,14D02S,Nez Perce Camp,5650,8.2,9.2,89.0,14.9,14.4,103.0
45.7,-113.9666667,2007-02-10,BITTERROOT,727,13D22S,Saddle Mtn.,7940,13.4,16.6,81.0,15.3,16.3,94.0
46.25,-113.7666667,2007-02-10,BITTERROOT,760,13C03S,Skalkaho Summit,7250,13.5,14.7,92.0,17.2,15.8,109.0
46.15,-114.45,2007-02-10,BITTERROOT,835,14C13S,Twelvemile Creek,5600,10.2,11.9,86.0,26.7,22.9,117.0
46.15,-114.5,2007-02-10,BITTERROOT,836,14C12S,Twin Lakes,6400,25.4,26.0,98.0,37.1,31.9,116.0
46.9833333,-115.0333333,2007-02-10,LOWER CLARK FORK RIVER BASIN,530,15C10S,Hoodoo Basin,6050,25.3,27.3,93.0,36.6,33.4,110.0
47.5333333,-115.7833333,2007-02-10,LOWER CLARK FORK RIVER BASIN,535,15B21S,Humboldt Gulch,4250,8.4,8.9,94.0,29.5,26.6,111.0
46.6333333,-114.5833333,2007-02-10,LOWER CLARK FORK RIVER BASIN,588,14C05S,Lolo Pass,5240,17.6,19.3,91.0,25.4,24.5,104.0
47.45,-115.7,2007-02-10,LOWER CLARK FORK RIVER BASIN,594,15B02S,Lookout,5190,19.9,20.0,100.0,31.9,28.9,110.0
48.1333333,-115.6166667,2007-02-10,LOWER CLARK FORK RIVER BASIN,932,15A12S,Poorman Creek,5100,24.0,23.7,101.0,46.8,39.8,118.0
47.1833333,-114.3333333,2007-02-10,LOWER CLARK FORK RIVER BASIN,783,14B05S,Sleeping Woman,6150,9.9,10.1,98.0,15.9,14.7,108.0
47.0,-113.9333333,2007-02-10,LOWER CLARK FORK RIVER BASIN,901,13C01S,Stuart Mountain,7400,22.0,21.9,100.0,24.8,22.8,109.0
47.55,-115.8166667,2007-02-10,LOWER CLARK FORK RIVER BASIN,803,15B09S,Sunset,5540,11.6,17.3,67.0,28.0,26.3,106.0
48.3,-116.0666667,2007-02-10,IDAHO PANHANDLE REGION,323,16A08S,Bear Mountain,5400,38.0,38.6,98.0,61.9,49.5,125.0
48.6833333,-117.1833333,2007-02-10,IDAHO PANHANDLE REGION,376,17A01S,Bunchgrass Mdw,5000,16.5,19.0,87.0,25.8,25.2,102.0
47.5333333,-115.7833333,2007-02-10,IDAHO PANHANDLE REGION,535,15B21S,Humboldt Gulch,4250,8.4,8.9,94.0,29.5,26.6,111.0
47.45,-115.7,2007-02-10,IDAHO PANHANDLE REGION,594,15B02S,Lookout,5190,19.9,20.0,100.0,31.9,28.9,110.0
47.0833333,-115.9666667,2007-02-10,IDAHO PANHANDLE REGION,600,15B14S,Lost Lake,6110,33.1,39.9,83.0,48.6,41.9,116.0
47.15,-116.2666667,2007-02-10,IDAHO PANHANDLE REGION,623,16B14S,Mica Creek,4510,17.8,17.6,101.0,31.8,30.6,104.0
48.05,-116.2333333,2007-02-10,IDAHO PANHANDLE REGION,645,16A04S,Mosquito Ridge,5260,24.1,26.0,93.0,36.8,32.3,114.0
47.8833333,-117.0833333,2007-02-10,IDAHO PANHANDLE REGION,707,17B04S,Quartz Peak,4700,15.4,15.6,99.0,26.9,24.3,111.0
48.3666667,-116.6333333,2007-02-10,IDAHO PANHANDLE REGION,738,16A10S,Schweitzer Basin,6090,36.5,32.8,111.0,34.3,29.3,117.0
46.95,-116.3333333,2007-02-10,IDAHO PANHANDLE REGION,752,16C01S,Sherwin,3200,9.0,8.3,108.0,25.1,21.0,120.0
47.55,-115.8166667,2007-02-10,IDAHO PANHANDLE REGION,803,15B09S,Sunset,5540,11.6,17.3,67.0,28.0,26.3,106.0
48.6833333,-117.1833333,2007-02-10,COLUMBIA ABOVE METHOW,376,17A01S,Bunchgrass Mdw,5000,16.5,19.0,87.0,25.8,25.2,102.0
48.7166667,-120.6666667,2007-02-10,COLUMBIA ABOVE METHOW,515,20A05S,Harts Pass,6490,38.7,29.6,131.0,40.8,21.2,103.0
48.3666667,-119.0833333,2007-02-10,COLUMBIA ABOVE METHOW,644,19A13S,Moses Mtn,5010,11.4,10.6,108.0,12.3,13.1,94.0
48.65,-119.8333333,2007-02-10,COLUMBIA ABOVE METHOW,728,19A02S,Salmon Meadows,4460,9.1,6.9,132.0,11.4,10.1,113.0
