YYYYMMDD,lat,long,basin_name,station_id,acton_id,station_name,elevation,wteq_amt,wteq_med,wteq_amt_pct_med,prec_wytd_amt,prec_wytd_avg,prec_wytd_pctavg
1991-02-10,44.5333333,-111.4166667,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",860,11E36S,White Elephant,7710,10.2,17.4,59.0,11.6,20.3,57.0
1991-02-10,42.75,-112.48333329999998,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",867,12G17S,Wildhorse Divide,6490,9.4,9.8,96.0,10.3,13.4,77.0
1991-02-10,43.2666667,-115.35,BIG AND LITTLE WOOD BASINS,382,15F09S,Camas Creek Divide,5710,10.4,9.7,76.0,16.5,12.9,83.0
1991-02-10,43.7666667,-114.4166667,BIG AND LITTLE WOOD BASINS,895,14F19S,Chocolate Gulch,6310,10.4,9.0,76.0,16.5,11.7,83.0
1991-02-10,43.6,-114.6666667,BIG AND LITTLE WOOD BASINS,450,14F08S,Dollarhide Summit,8420,7.1,14.0,76.0,8.9,18.1,49.0
1991-02-10,43.8833333,-114.6666667,BIG AND LITTLE WOOD BASINS,489,14F17S,Galena,7470,5.1,11.7,44.0,6.6,13.3,50.0
1991-02-10,43.8666667,-114.71666670000002,BIG AND LITTLE WOOD BASINS,490,14F12S,Galena Summit,8780,6.1,12.6,48.0,7.9,14.0,56.0
1991-02-10,43.6166667,-113.9333333,BIG AND LITTLE WOOD BASINS,492,13F04S,Garfield R.S.,6560,2.2,7.1,31.0,3.0,9.0,33.0
1991-02-10,42.3166667,-113.6166667,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",534,13G01S,Howell Canyon,7980,8.9,15.4,58.0,11.0,18.5,59.0
1991-02-10,42.1666667,-114.2,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",359,14G01S,Bostetter R.S.,7500,6.5,10.8,60.0,7.2,12.2,59.0
1991-02-10,41.7666667,-115.7,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",336,15H04S,Big Bend,6898,3.3,6.8,49.0,4.4,7.6,58.0
1991-02-10,41.8333333,-115.45,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",321,15H01S,Bear Creek,8040,8.8,13.1,67.0,10.0,15.0,67.0
1991-02-10,43.8666667,-114.21666670000002,BIG AND LITTLE LOST BASINS,792,14F02S,Stickney Mill,7430,1.9,5.4,35.0,2.7,7.2,38.0
1991-02-10,44.4166667,-113.4,BIG AND LITTLE LOST BASINS,636,13E06S,Moonshine,7440,4.7,6.4,73.0,5.3,8.8,60.0
1991-02-10,44.4166667,-111.3833333,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",546,11E10S,Island Park,6290,7.4,10.5,70.0,8.7,13.2,66.0
1991-02-10,44.4333333,-113.3166667,BIG AND LITTLE LOST BASINS,620,13E18S,Meadow Lake,9150,7.3,10.0,73.0,8.2,11.6,71.0
1991-02-10,44.0166667,-113.46666670000002,BIG AND LITTLE LOST BASINS,524,13E27S,Hilts Creek,8000,3.1,8.4,37.0,3.9,9.0,43.0
1991-02-10,43.75,-113.9333333,BIG AND LITTLE LOST BASINS,320,13F03S,Bear Canyon,7900,3.3,9.2,36.0,3.8,11.2,34.0
1991-02-10,43.8,-114.85,BIG AND LITTLE WOOD BASINS,845,14F04S,Vienna Mine,8960,12.5,20.7,60.0,13.4,21.2,63.0
1991-02-10,43.6333333,-113.96666670000002,BIG AND LITTLE WOOD BASINS,805,13F09S,Swede Peak,7640,4.0,10.1,40.0,3.8,11.7,32.0
1991-02-10,43.8166667,-114.26666670000002,BIG AND LITTLE WOOD BASINS,601,14F03S,Lost-Wood Divide,7900,5.0,13.4,37.0,5.7,14.7,39.0
1991-02-10,43.71666670000001,-114.1666667,BIG AND LITTLE WOOD BASINS,537,14F16S,Hyndman,7620,3.7,8.3,45.0,4.1,11.1,37.0
1991-02-10,43.8166667,-114.26666670000002,BIG AND LITTLE LOST BASINS,601,14F03S,Lost-Wood Divide,7900,5.0,13.4,37.0,5.7,14.7,39.0
1991-02-10,44.1333333,-110.8333333,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",499,10E15S,Grassy Lake,7265,17.1,22.2,77.0,20.9,25.6,82.0
1991-02-10,42.1833333,-114.28333329999998,"RAFT, GOOSE, SALMON FALLS, BRUNEAU",610,14G02S,Magic Mountain,6880,10.3,13.5,76.0,11.4,15.6,73.0
1991-02-10,44.5,-111.1333333,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",347,11E35S,Black Bear,8170,19.4,25.6,76.0,19.3,26.5,73.0
1991-02-10,44.4333333,-112.0,"HENRYS FORK, TETON, WILLOW, BLACKFOOT, PORTNEUF",424,11E37S,Crab Creek,6900,4.2,8.5,49.0,4.3,11.1,39.0
1991-02-10,47.35,-120.6833333,"CHELAN, ENTIAT, WENATCHEE",352,20B02S,Blewett Pass,4240,7.4,12.9,57.0,28.8,22.1,130.0
1991-02-10,48.2,-120.9166667,"CHELAN, ENTIAT, WENATCHEE",606,20A23S,Lyman Lake,5980,71.6,43.0,167.0,75.2,46.7,161.0
1991-02-10,42.0166667,-115.0,"CHELAN, ENTIAT, WENATCHEE",871,15G02S,Wilson Creek,7120,7.5,9.9,76.0,9.1,11.6,78.0
1991-02-10,48.45,-120.9166667,"CHELAN, ENTIAT, WENATCHEE",681,20A12S,Park Creek Ridge,4600,49.2,33.0,149.0,66.0,43.4,152.0
1991-02-10,47.9833333,-120.5666667,"CHELAN, ENTIAT, WENATCHEE",699,20B24S,Pope Ridge,3590,11.1,14.5,77.0,33.5,22.3,150.0
1991-02-10,47.75,-121.1,"CHELAN, ENTIAT, WENATCHEE",791,21B01S,Stevens Pass,3950,33.5,29.6,113.0,91.8,55.1,167.0
1991-02-10,47.2333333,-120.3,"CHELAN, ENTIAT, WENATCHEE",832,20B25S,Trough,5480,3.0,8.1,37.0,9.2,15.2,61.0
1991-02-10,47.2833333,-120.3666667,"CHELAN, ENTIAT, WENATCHEE",841,20B07S,Upper Wheeler,4330,7.0,9.7,72.0,13.0,15.2,86.0
1991-02-10,47.5333333,-121.0833333,"YAKIMA, AHTANUM",478,21B04S,Fish Lake,3430,20.4,23.3,88.0,64.0,41.0,156.0
1991-02-10,46.55,-121.1666667,"YAKIMA, AHTANUM",502,21C10S,Green Lake,5920,11.6,16.0,72.0,18.2,21.5,85.0
1991-02-10,47.2833333,-120.48333329999998,"YAKIMA, AHTANUM",507,20B11S,Grouse Camp,5390,7.3,14.0,76.0,17.4,19.1,91.0
1991-02-10,46.35,-121.0833333,"YAKIMA, AHTANUM",599,21C39S,Lost Horse,5120,9.5,14.7,65.0,16.3,20.6,79.0
1991-02-10,46.9,-121.48333329999998,"YAKIMA, AHTANUM",642,21C17S,Morse Lake,5410,32.3,38.5,84.0,51.5,48.9,105.0
1991-02-10,47.3833333,-121.0666667,"YAKIMA, AHTANUM",734,21B51S,Sasse Ridge,4340,18.2,24.1,76.0,52.2,37.4,140.0
1991-02-10,46.8166667,-121.3333333,"YAKIMA, AHTANUM",375,21C38S,Bumping Ridge,4610,14.1,18.7,75.0,46.7,37.6,124.0
1991-02-10,43.9333333,-110.45,SNAKE ABOVE PALISADES,314,10F02S,Base Camp,7060,8.2,11.5,71.0,12.3,14.9,83.0
1991-02-10,46.6333333,-121.3833333,"YAKIMA, AHTANUM",863,21C28S,White Pass E.S.,4440,12.2,16.9,72.0,28.1,27.2,103.0
1991-02-10,44.15,-110.21666670000002,SNAKE ABOVE PALISADES,837,10E17S,Two Ocean Plateau,9240,15.5,18.9,82.0,16.5,18.5,89.0
1991-02-10,43.75,-110.05,SNAKE ABOVE PALISADES,822,10F09S,Togwotee Pass,9580,15.1,15.7,96.0,16.7,16.9,99.0
1991-02-10,42.5333333,-110.6666667,SNAKE ABOVE PALISADES,779,10G20S,Spring Creek Divide,9000,12.0,15.7,76.0,12.6,16.5,76.0
1991-02-10,42.5,-110.9166667,SNAKE ABOVE PALISADES,730,10G08S,Salt River Summit,7640,6.3,8.5,74.0,8.2,11.4,72.0
1991-02-10,43.1666667,-110.1333333,SNAKE ABOVE PALISADES,597,10F16S,Loomis Park,8240,8.5,10.2,83.0,10.0,12.0,83.0
1991-02-10,44.21666670000001,-110.6666667,SNAKE ABOVE PALISADES,577,10E09S,Lewis Lake Divide,7850,16.7,21.8,77.0,18.8,24.8,76.0
1991-02-10,43.5166667,-110.9166667,SNAKE ABOVE PALISADES,689,10F23S,Phillips Bench,8200,14.4,16.9,85.0,15.5,19.5,79.0
1991-02-10,42.8166667,-110.8333333,SNAKE ABOVE PALISADES,868,10G23S,Willow Creek,8080,15.4,18.2,85.0,19.7,23.0,86.0
1991-02-10,44.1333333,-110.8333333,SNAKE ABOVE PALISADES,499,10E15S,Grassy Lake,7265,17.1,22.2,77.0,20.9,25.6,82.0
1991-02-10,43.35,-110.4333333,SNAKE ABOVE PALISADES,497,10F29S,Granite Creek,6770,7.3,11.6,63.0,10.4,14.5,72.0
1991-02-10,43.1333333,-110.2,SNAKE ABOVE PALISADES,460,10F17S,East Rim Divide,7930,7.1,7.0,101.0,7.6,8.2,93.0
1991-02-10,42.65,-110.8166667,SNAKE ABOVE PALISADES,419,10G25S,Cottonwood Creek,7670,11.0,13.8,80.0,14.0,16.9,83.0
1991-02-10,42.96666670000001,-110.6166667,SNAKE ABOVE PALISADES,353,10G02S,Blind Bull Sum,8650,12.3,15.1,81.0,10.7,13.7,78.0
1991-02-10,43.3833333,-110.1333333,SNAKE ABOVE PALISADES,506,10F19S,Gros Ventre Summit,8750,8.2,8.7,94.0,7.3,8.7,84.0
1992-02-10,46.7666667,-115.3,CLEARWATER AND SALMON,411,15C16S,Cool Creek,6280,32.1,31.6,102.0,38.5,39.8,97.0
1992-02-10,46.8333333,-116.1166667,CLEARWATER AND SALMON,466,16C20S,Elk Butte,5690,25.8,25.6,101.0,29.4,32.9,89.0
1992-02-10,44.55,-115.5666667,CLEARWATER AND SALMON,439,15E04S,Deadwood Summit,6860,23.6,26.2,90.0,25.3,31.0,82.0
1992-02-10,45.1666667,-113.5833333,CLEARWATER AND SALMON,436,13D19S,Darkhorse Lake,8945,22.4,18.6,120.0,19.3,19.1,101.0
1992-02-10,46.5666667,-115.28333329999998,CLEARWATER AND SALMON,425,15C09S,Crater Meadows,5960,28.5,31.0,92.0,32.5,35.2,92.0
1992-02-10,45.05,-116.1333333,CLEARWATER AND SALMON,370,16D09S,Brundage Reservoir,6250,14.6,18.8,78.0,19.9,25.8,77.0
1992-02-10,45.0,-117.1666667,"GRAND RONDE, POWDER, BURNT, IMNAHA",736,17D08S,Schneider Meadows,5400,19.6,22.0,89.0,19.9,26.7,75.0
1992-02-10,44.95,-116.15,CLEARWATER AND SALMON,319,16E11S,Bear Basin,5350,10.8,11.5,94.0,13.1,17.2,76.0
1992-02-10,44.46666670000001,-112.98333329999998,CLEARWATER AND SALMON,318,12E08S,Beagle Springs,8850,4.7,5.5,85.0,5.7,6.8,84.0
1992-02-10,44.3,-115.23333329999998,CLEARWATER AND SALMON,312,15E11S,Banner Summit,7040,13.3,16.8,79.0,14.9,21.0,71.0
1992-02-10,45.0666667,-118.15,"GRAND RONDE, POWDER, BURNT, IMNAHA",873,18D21S,Wolf Creek,5630,7.7,12.6,61.0,12.2,14.5,84.0
1992-02-10,45.0833333,-117.55,"GRAND RONDE, POWDER, BURNT, IMNAHA",812,17D07S,Taylor Green,5740,10.4,15.2,68.0,15.1,19.2,79.0
1992-02-10,43.8833333,-114.6666667,CLEARWATER AND SALMON,489,14F17S,Galena,7470,7.8,11.7,67.0,9.6,13.3,72.0
1992-02-10,44.6333333,-115.8,CLEARWATER AND SALMON,338,15E02S,Big Creek Summit,6560,19.6,22.5,87.0,21.1,24.9,85.0
1992-02-10,43.8666667,-114.71666670000002,CLEARWATER AND SALMON,490,14F12S,Galena Summit,8780,9.2,12.6,73.0,10.4,14.0,74.0
1992-02-10,46.5666667,-115.75,CLEARWATER AND SALMON,747,15C04S,Shanghi Summit,4600,16.9,18.2,93.0,24.0,28.7,84.0
1992-02-10,46.9833333,-115.03333329999998,CLEARWATER AND SALMON,530,15C10S,Hoodoo Basin,6050,27.2,27.3,100.0,29.5,33.4,88.0
1992-02-10,45.2666667,-117.1666667,"GRAND RONDE, POWDER, BURNT, IMNAHA",653,17D18S,Mt. Howard,7910,7.6,10.3,74.0,14.0,18.9,74.0
1992-02-10,45.1833333,-115.96666670000002,CLEARWATER AND SALMON,740,15D01S,Secesh Summit,6540,16.6,20.7,80.0,18.9,23.0,82.0
1992-02-10,46.46666670000001,-114.6333333,CLEARWATER AND SALMON,735,14C04S,Savage Pass,6190,15.8,17.5,90.0,19.2,21.5,89.0
1992-02-10,45.7,-113.96666670000002,CLEARWATER AND SALMON,727,13D22S,Saddle Mtn.,7940,16.3,16.6,98.0,15.1,16.3,93.0
1992-02-10,45.7333333,-114.48333329999998,CLEARWATER AND SALMON,662,14D02S,Nez Perce Camp,5650,7.7,9.2,84.0,13.2,14.4,92.0
1992-02-10,45.7,-115.23333329999998,CLEARWATER AND SALMON,650,15D06S,Mountain Meadows,6320,14.0,14.4,97.0,17.1,17.9,96.0
1992-02-10,46.4833333,-115.6333333,CLEARWATER AND SALMON,520,15C06S,Hemlock Butte,5810,31.3,31.2,100.0,33.6,35.7,94.0
1992-02-10,44.85,-114.26666670000002,CLEARWATER AND SALMON,639,14E04S,Morgan Creek,7600,7.0,7.3,96.0,10.1,10.7,94.0
1992-02-10,44.4166667,-113.4,CLEARWATER AND SALMON,636,13E06S,Moonshine,7440,6.1,6.4,95.0,8.0,8.8,91.0
1992-02-10,44.46666670000001,-114.48333329999998,CLEARWATER AND SALMON,627,14E01S,Mill Creek Summit,8800,10.1,12.5,81.0,9.9,13.1,76.0
1992-02-10,44.4333333,-113.3166667,CLEARWATER AND SALMON,620,13E18S,Meadow Lake,9150,7.9,10.0,79.0,10.2,11.6,88.0
1992-02-10,47.0833333,-115.96666670000002,CLEARWATER AND SALMON,600,15B14S,Lost Lake,6110,41.6,39.9,104.0,35.0,41.9,84.0
1992-02-10,46.6333333,-114.5833333,CLEARWATER AND SALMON,588,14C05S,Lolo Pass,5240,19.3,19.3,100.0,24.3,24.5,99.0
1992-02-10,45.0,-113.45,CLEARWATER AND SALMON,576,13E23S,Lemhi Ridge,8100,7.7,6.8,113.0,9.1,8.6,106.0
1992-02-10,45.6666667,-113.95,CLEARWATER AND SALMON,638,13D16S,Moose Creek,6200,12.0,11.9,101.0,13.7,14.5,94.0
1992-02-10,45.2666667,-117.6833333,"GRAND RONDE, POWDER, BURNT, IMNAHA",647,17D06S,Moss Springs,5760,14.8,17.1,87.0,20.5,24.0,85.0
1992-02-10,41.7666667,-115.7,OWYHEE MALHEUR,336,15H04S,Big Bend,6898,2.8,6.8,41.0,4.5,7.6,59.0
1992-02-10,44.8666667,-118.1166667,"GRAND RONDE, POWDER, BURNT, IMNAHA",464,18E03S,Eilertson Meadows,5510,6.7,8.5,79.0,7.9,14.5,54.0
1992-02-10,46.95,-116.3333333,CLEARWATER AND SALMON,752,16C01S,Sherwin,3200,5.8,8.3,70.0,19.2,21.0,91.0
1992-02-10,44.3,-115.23333329999998,"WEISER, PAYETTE, BOISE",312,15E11S,Banner Summit,7040,13.3,16.8,79.0,14.9,21.0,71.0
1992-02-10,44.95,-116.15,"WEISER, PAYETTE, BOISE",319,16E11S,Bear Basin,5350,10.8,11.5,94.0,13.1,17.2,76.0
1992-02-10,44.6,-116.98333329999998,"WEISER, PAYETTE, BOISE",324,16E10S,Bear Saddle,6180,10.1,17.3,58.0,11.4,17.8,64.0
1992-02-10,44.6333333,-115.8,"WEISER, PAYETTE, BOISE",338,15E02S,Big Creek Summit,6560,19.6,22.5,87.0,21.1,24.9,85.0
1992-02-10,45.05,-116.1333333,"WEISER, PAYETTE, BOISE",370,16D09S,Brundage Reservoir,6250,14.6,18.8,78.0,19.9,25.8,77.0
1992-02-10,44.2833333,-115.65,"WEISER, PAYETTE, BOISE",423,15E08S,Cozy Cove,5400,6.5,10.5,62.0,13.0,17.6,74.0
1992-02-10,44.55,-115.5666667,"WEISER, PAYETTE, BOISE",439,15E04S,Deadwood Summit,6860,23.6,26.2,90.0,25.3,31.0,82.0
1992-02-10,43.6,-114.6666667,"WEISER, PAYETTE, BOISE",450,14F08S,Dollarhide Summit,8420,11.0,14.0,77.0,12.2,18.1,67.0
1992-02-10,43.95,-115.26666670000002,"WEISER, PAYETTE, BOISE",496,15F14S,Graham Guard Sta.,5690,5.1,10.1,50.0,11.0,16.1,68.0
1992-02-10,44.05,-115.45,"WEISER, PAYETTE, BOISE",550,15E09S,Jackson Peak,7070,12.5,18.9,66.0,15.1,23.0,66.0
1992-02-10,43.9333333,-115.6666667,"WEISER, PAYETTE, BOISE",637,15F01S,Mores Creek Summit,6100,11.7,21.1,55.0,15.5,25.3,61.0
1992-02-10,43.5,-115.5666667,"WEISER, PAYETTE, BOISE",704,15F06S,Prairie,4800,0.0,4.5,0.0,5.7,10.7,53.0
1992-02-10,45.1833333,-115.96666670000002,"WEISER, PAYETTE, BOISE",740,15D01S,Secesh Summit,6540,16.6,20.7,80.0,18.9,23.0,82.0
1992-02-10,44.7666667,-116.25,"WEISER, PAYETTE, BOISE",782,16E05S,Squaw Flat,6240,10.7,14.0,76.0,14.8,21.2,70.0
1992-02-10,43.6333333,-115.4333333,"WEISER, PAYETTE, BOISE",830,15F05S,Trinity Mtn.,7770,13.4,25.7,52.0,16.3,27.7,59.0
1992-02-10,43.8,-114.85,"WEISER, PAYETTE, BOISE",845,14F04S,Vienna Mine,8960,13.5,20.7,65.0,14.4,21.2,68.0
1992-02-10,45.1833333,-118.55,"GRAND RONDE, POWDER, BURNT, IMNAHA",422,18D08S,County Line,4830,2.9,4.2,69.0,9.2,10.1,91.0
1992-02-10,44.8333333,-118.1833333,"GRAND RONDE, POWDER, BURNT, IMNAHA",361,18E05S,Bourne,5850,8.4,12.0,70.0,13.7,17.1,80.0
1992-02-10,45.15,-118.21666670000002,"GRAND RONDE, POWDER, BURNT, IMNAHA",331,18D09S,Beaver Reservoir,5150,2.9,7.1,41.0,11.5,13.9,83.0
1992-02-10,45.21666670000001,-117.2,"GRAND RONDE, POWDER, BURNT, IMNAHA",302,17D02S,Aneroid Lake #2,7400,11.9,16.0,74.0,16.6,20.9,79.0
1992-02-10,41.2333333,-116.03333329999998,OWYHEE MALHEUR,811,15H09S,Taylor Canyon,6325,2.2,4.4,50.0,4.7,6.0,78.0
1992-02-10,42.7666667,-116.9,OWYHEE MALHEUR,774,16G01S,South Mtn.,6500,6.8,12.8,53.0,13.3,16.4,81.0
1992-02-10,44.7666667,-118.3166667,"GRAND RONDE, POWDER, BURNT, IMNAHA",494,18E08S,Gold Center,5410,5.7,7.6,75.0,9.6,12.6,76.0
1992-02-10,42.6,-116.5666667,OWYHEE MALHEUR,654,16G07S,Mud Flat,5730,2.6,5.6,46.0,4.8,8.0,60.0
1992-02-10,44.21666670000001,-118.6333333,OWYHEE MALHEUR,563,18E18S,Lake Creek R.S.,5240,3.9,10.1,39.0,9.9,13.8,72.0
1992-02-10,41.5166667,-116.01666670000002,OWYHEE MALHEUR,549,16H04S,Jacks Peak,8424,10.5,14.0,77.0,10.1,17.3,58.0
1992-02-10,41.55,-116.0,OWYHEE MALHEUR,548,16H02S,Jack Creek Upper,7377,6.2,10.7,58.0,8.4,13.5,62.0
1992-02-10,41.8166667,-116.1,OWYHEE MALHEUR,476,16H08S,Fawn Creek,7031,5.5,10.9,50.0,10.2,15.0,68.0
1992-02-10,44.25,-118.51666670000002,OWYHEE MALHEUR,357,18E16S,Blue Mountain Spring,5870,8.1,11.9,68.0,13.3,17.9,74.0
1992-02-10,45.0666667,-116.45,"WEISER, PAYETTE, BOISE",855,16D08S,West Branch,5560,11.4,15.2,75.0,16.2,21.6,75.0
1992-02-10,41.7833333,-116.03333329999998,OWYHEE MALHEUR,573,16H05S,Laurel Draw,6682,3.5,8.5,41.0,6.9,12.5,55.0
1992-02-10,44.7666667,-116.25,CLEARWATER AND SALMON,782,16E05S,Squaw Flat,6240,10.7,14.0,76.0,14.8,21.2,70.0
1992-02-10,44.21666670000001,-121.8666667,WILLAMETTE,619,21E07S,Mckenzie,4770,21.4,30.3,71.0,46.9,54.5,86.0
1992-02-10,46.15,-114.5,CLEARWATER AND SALMON,836,14C12S,Twin Lakes,6400,26.2,26.0,101.0,28.8,31.9,90.0
1992-02-10,45.1833333,-121.6833333,WILLAMETTE,401,21D12S,Clear Lake,3810,1.0,10.6,9.0,19.2,26.5,72.0
1992-02-10,44.4333333,-121.95,WILLAMETTE,733,21E05S,Santiam Jct.,3740,2.8,13.6,21.0,35.0,43.2,81.0
1992-02-10,44.5166667,-122.0833333,WILLAMETTE,434,22E08S,Daly Lake,3690,0.0,10.7,0.0,38.2,48.9,78.0
1992-02-10,44.3833333,-122.1666667,WILLAMETTE,552,22E07S,Jump Off Joe,3520,0.8,9.3,9.0,41.4,47.7,87.0
1992-02-10,45.0333333,-121.9333333,WILLAMETTE,687,21D14S,Peavine Ridge,3420,2.8,10.8,26.0,32.8,37.8,87.0
1992-02-10,45.1,-121.75,WILLAMETTE,398,21D13S,Clackamas Lake,3400,1.8,10.4,17.0,25.8,32.6,79.0
1992-02-10,45.55,-123.3666667,WILLAMETTE,726,23D01S,Saddle Mountain,3110,0.0,14.0,77.0,48.9,60.5,81.0
1992-02-10,43.6666667,-122.21666670000002,WILLAMETTE,710,22F05S,Railroad Overpass,2680,0.0,0.0,77.0,29.6,29.8,99.0
1992-02-10,44.6,-121.96666670000002,WILLAMETTE,614,21E04S,Marion Forks,2590,0.2,6.7,3.0,37.4,48.4,77.0
1992-02-10,45.5333333,-123.3,WILLAMETTE,743,23D02S,Seine Creek,2060,0.0,0.0,77.0,33.2,44.7,74.0
1992-02-10,45.25,-123.28333329999998,WILLAMETTE,1084,23D03S,Miller Woods,420,10.5,14.0,77.0,15.6,21.1,81.0
1992-02-10,46.15,-122.15,"LEWIS, COWLITZ",553,22C09S,June Lake,3440,2.7,29.4,9.0,79.0,99.4,79.0
1992-02-10,46.2666667,-121.96666670000002,"LEWIS, COWLITZ",591,21C26S,Lone Pine,3930,13.3,25.0,53.0,46.2,57.6,80.0
1992-02-10,46.7833333,-121.75,"LEWIS, COWLITZ",679,21C35S,Paradise,5130,47.3,47.6,99.0,61.3,67.2,91.0
1992-02-10,46.6166667,-121.3833333,"LEWIS, COWLITZ",692,21C33S,Pigtail Peak,5800,32.1,36.4,88.0,36.1,46.4,78.0
1992-02-10,46.35,-121.51666670000002,"LEWIS, COWLITZ",702,21C14S,Potato Hill,4510,14.6,18.7,78.0,28.1,38.3,73.0
1992-02-10,46.2,-122.25,"LEWIS, COWLITZ",748,22C10S,Sheep Canyon,3990,13.4,23.1,58.0,60.4,71.9,84.0
1992-02-10,48.5333333,-120.98333329999998,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",817,20A07S,Thunder Basin,4320,20.8,23.9,87.0,40.1,43.5,92.0
1992-02-10,47.2666667,-121.3333333,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",788,21B10S,Stampede Pass,3850,26.7,29.5,91.0,52.0,53.0,98.0
1992-02-10,47.1666667,-121.4166667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",1068,21B31S,Sawmill Ridge,4640,10.5,14.0,77.0,15.6,21.1,81.0
1992-02-10,48.5166667,-120.73333329999998,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",711,20A09S,Rainy Pass,4890,35.1,27.0,130.0,29.9,33.5,89.0
1992-02-10,47.3666667,-121.45,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",672,21B55S,Olallie Meadows,4030,24.8,36.2,69.0,70.0,71.9,97.0
1992-02-10,47.2833333,-121.6666667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",420,21B42S,Cougar Mountain,3200,1.9,12.6,15.0,51.2,53.8,95.0
1992-02-10,44.6166667,-122.23333329999998,WILLAMETTE,584,22E09S,Little Meadows,4020,1.5,17.4,9.0,53.3,66.4,80.0
1992-02-10,47.3333333,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",899,21B20S,Tinkham Creek,2990,10.5,21.4,77.0,15.6,61.1,81.0
1992-02-10,47.2833333,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",897,21B59S,Meadows Pass,3230,10.5,17.9,77.0,15.6,56.1,81.0
1992-02-10,47.0166667,-121.46666670000002,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",418,21B13S,Corral Pass,5800,24.1,24.5,98.0,30.0,33.2,90.0
1992-02-10,46.1,-121.76666670000002,"LEWIS, COWLITZ",804,21C13S,Surprise Lakes,4290,24.0,35.4,68.0,45.0,57.7,78.0
1992-02-10,46.35,-121.0833333,"LEWIS, COWLITZ",599,21C39S,Lost Horse,5120,8.8,14.7,60.0,13.8,20.6,67.0
1992-02-10,46.2666667,-122.1833333,"LEWIS, COWLITZ",777,22C12S,Spirit Lake,3520,0.1,3.2,3.0,48.1,52.1,92.0
1992-02-10,46.1833333,-121.9333333,"LEWIS, COWLITZ",776,21C20S,Spencer Meadow,3400,9.0,24.1,37.0,49.7,59.5,84.0
1992-02-10,47.35,-121.5666667,"WHITE, GREEN, CEDAR, SKYKOMISH, SNOQUALMI, BAKER, SKAGIT",898,21B21S,Mount Gardner,2920,10.5,13.5,77.0,15.6,58.4,81.0
1992-02-10,45.25,-121.73333329999998,WILLAMETTE,655,21D35S,Mud Ridge,4070,9.6,20.6,47.0,33.6,39.9,84.0
1992-02-10,43.6166667,-122.1166667,WILLAMETTE,729,22F04S,Salt Creek Falls,4220,5.6,14.1,40.0,34.2,41.2,83.0
1992-02-10,44.4166667,-121.85,WILLAMETTE,526,21E06S,Hogg Pass,4790,16.9,14.9,113.0,39.7,45.5,87.0
1992-02-10,43.8,-121.95,"DESCHUTES, CROOKED, JOHN DAY",545,21F21S,Irish Taylor,5540,10.8,24.4,44.0,32.3,38.6,84.0
1992-02-10,44.4166667,-121.85,"DESCHUTES, CROOKED, JOHN DAY",526,21E06S,Hogg Pass,4790,16.9,14.9,113.0,39.7,45.5,87.0
1992-02-10,44.45,-119.9333333,"DESCHUTES, CROOKED, JOHN DAY",440,19E03S,Derr.,5850,4.4,10.7,41.0,10.0,14.8,68.0
1992-02-10,43.2333333,-121.8,"DESCHUTES, CROOKED, JOHN DAY",395,21F22S,Chemult Alternate,4850,2.8,8.1,35.0,7.9,15.7,50.0
1992-02-10,43.5833333,-122.0666667,"DESCHUTES, CROOKED, JOHN DAY",388,22F03S,Cascade Summit,5100,16.5,20.9,79.0,32.7,37.8,87.0
1992-02-10,44.25,-118.51666670000002,"DESCHUTES, CROOKED, JOHN DAY",357,18E16S,Blue Mountain Spring,5870,8.1,11.9,68.0,13.3,17.9,74.0
1992-02-10,45.2666667,-118.85,"DESCHUTES, CROOKED, JOHN DAY",605,18D06S,Lucky Strike,4970,1.4,6.3,22.0,9.9,12.9,77.0
1992-02-10,45.1833333,-119.25,"DESCHUTES, CROOKED, JOHN DAY",304,19D02S,Arbuckle Mtn,5770,9.3,13.3,70.0,9.9,17.5,57.0
1992-02-10,45.7,-118.1,"UMATILLA, WALLA WALLA, WILLOW",523,18D19S,High Ridge,4920,15.3,17.1,89.0,23.9,26.7,90.0
